date,open,high,low,close,volume
1973-12-12,0.3133,0.3133,0.3054,0.3105,2878
1973-12-13,0.3105,0.3105,0.3026,0.3026,4244
1973-12-14,0.3025,0.3025,0.289,0.2969,5218
1973-12-17,0.297,0.3026,0.297,0.3026,1732
1973-12-18,0.2969,0.2969,0.2946,0.2969,4243
1973-12-19,0.2969,0.2969,0.2969,0.2969,15996
1973-12-20,0.2969,0.2969,0.2946,0.2969,2804
1973-12-21,0.297,0.3026,0.2947,0.3026,11439
1973-12-24,0.3026,0.3026,0.297,0.3026,951
1973-12-26,0.3026,0.3105,0.3026,0.3054,4121
1973-12-27,0.3054,0.3133,0.3054,0.3105,3439
1973-12-28,0.3105,0.3133,0.3105,0.3105,3073
1973-12-31,0.3105,0.3133,0.3105,0.3133,1439
1974-01-02,0.3133,0.3133,0.3133,0.3133,1195
1974-01-03,0.3133,0.3212,0.3133,0.3212,3122
1974-01-04,0.3212,0.3235,0.3212,0.3212,3243
1974-01-07,0.3212,0.3212,0.3184,0.3212,2683
1974-01-08,0.3212,0.3212,0.3184,0.3184,2049
1974-01-09,0.3133,0.3133,0.3133,0.3133,3122
1974-01-10,0.3133,0.3184,0.3105,0.3105,2780
1974-01-11,0.3105,0.3133,0.3105,0.3133,2390
1974-01-14,0.3133,0.3133,0.3105,0.3133,5633
1974-01-15,0.3133,0.3184,0.3133,0.3133,2073
1974-01-16,0.3133,0.3133,0.3105,0.3133,2170
1974-01-17,0.3133,0.3133,0.3105,0.3105,12780
1974-01-18,0.3105,0.3105,0.3026,0.3026,2293
1974-01-21,0.3025,0.3025,0.2969,0.2969,3487
1974-01-22,0.297,0.3054,0.297,0.3026,7073
1974-01-23,0.3025,0.3054,0.2969,0.2969,3487
1974-01-24,0.2969,0.2969,0.289,0.289,14582
1974-01-25,0.2891,0.2947,0.2868,0.2947,2195
1974-01-28,0.2947,0.2947,0.2891,0.2947,1195
1974-01-29,0.2947,0.2947,0.2891,0.2947,2707
1974-01-30,0.297,0.3026,0.297,0.3026,3171
1974-01-31,0.3025,0.3054,0.2969,0.2969,3146
1974-02-01,0.297,0.297,0.2947,0.2947,2634
1974-02-04,0.2946,0.2946,0.289,0.289,1853
1974-02-05,0.2868,0.2868,0.2789,0.2789,4707
1974-02-06,0.284,0.284,0.284,0.284,2561
1974-02-07,0.284,0.284,0.284,0.284,2171
1974-02-08,0.2839,0.2839,0.276,0.276,5023
1974-02-11,0.276,0.276,0.2681,0.2681,2463
1974-02-12,0.2681,0.2681,0.2602,0.2625,6316
1974-02-13,0.2602,0.2602,0.2523,0.2574,5096
1974-02-14,0.2574,0.2602,0.2523,0.2574,7096
1974-02-15,0.2602,0.2704,0.2602,0.2681,2268
1974-02-19,0.2704,0.284,0.2704,0.284,2878
1974-02-20,0.284,0.2868,0.2789,0.2789,3049
1974-02-21,0.284,0.2868,0.284,0.2868,2317
1974-02-22,0.2868,0.2891,0.2868,0.2868,2878
1974-02-25,0.2868,0.2891,0.2868,0.2868,2073
1974-02-26,0.2868,0.2868,0.2789,0.2868,2951
1974-02-27,0.2867,0.289,0.2867,0.289,3267
1974-02-28,0.289,0.289,0.2867,0.289,2146
1974-03-01,0.2891,0.2891,0.2868,0.2868,3049
1974-03-04,0.2868,0.2868,0.284,0.2868,2049
1974-03-05,0.2904,0.2904,0.2853,0.2904,3871
1974-03-06,0.2904,0.2961,0.2904,0.2904,2671
1974-03-07,0.2904,0.2904,0.2904,0.2904,1862
1974-03-08,0.2904,0.2904,0.2881,0.2904,2475
1974-03-11,0.2905,0.2984,0.2882,0.2984,9656
1974-03-12,0.2983,0.304,0.2983,0.304,4631
1974-03-13,0.304,0.304,0.304,0.304,9164
1974-03-14,0.304,0.304,0.2961,0.2961,26074
1974-03-15,0.2961,0.2961,0.2853,0.2853,5880
1974-03-18,0.2853,0.2881,0.2802,0.2853,3773
1974-03-19,0.2853,0.2881,0.2853,0.2853,4778
1974-03-20,0.2853,0.2881,0.2853,0.2881,3185
